picture,year,longitude,latitude,building,sorce
11.jpg,1650,12.479778,41.899,"Sant'Ignazio, Rome",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.romeing.it%2Fsantignazio-church-rome%2F&psig=AOvVaw3H3BUkiChwX7X02lqgf1Pu&ust=1716008154374000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOD_udfyk4YDFQAAAAAdAAAAABB1
12.jpg,1650,12.479778,41.899,"Sant'Ignazio, Rome",https://www.google.com/url?sa=i&url=https%3A%2F%2Fcolosseumrometickets.com%2Fsantignazio%2F&psig=AOvVaw3H3BUkiChwX7X02lqgf1Pu&ust=1716008154374000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOD_udfyk4YDFQAAAAAdAAAAABBs
13.jpg,1687,12.334444,45.430833,Santa Maria della Salute,https://en.wikipedia.org/wiki/Santa_Maria_della_Salute
14.jpg,1687,12.334444,45.430833,Santa Maria della Salute,https://en.wikipedia.org/wiki/Santa_Maria_della_Salute
15.jpg,1687,12.334444,45.430833,Santa Maria della Salute,https://en.wikipedia.org/wiki/Santa_Maria_della_Salute
16.jpg,1776,15.070981,36.8916,Noto Cathedral,https://en.wikipedia.org/wiki/Noto_Cathedral
17.jpg,1776,15.070981,36.8916,Noto Cathedral,https://en.wikipedia.org/wiki/Noto_Cathedral
18.jpg,1776,15.070981,36.8916,Noto Cathedral,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.flickr.com%2Fphotos%2F94185526%40N04%2F15820686682&psig=AOvVaw3hmYWZ6-0ucHl2iBuOCSKr&ust=1716008408551000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCND128_zk4YDFQAAAAAdAAAAABAt
19.jpg,1767,30.518056,50.458889,"St Andrew's Church, Kyiv","https://en.wikipedia.org/wiki/St_Andrew%27s_Church,_Kyiv"
20.jpg,1767,30.518056,50.458889,"St Andrew's Church, Kyiv","https://en.wikipedia.org/wiki/St_Andrew%27s_Church,_Kyiv"
21.jpg,1767,30.518056,50.458889,"St Andrew's Church, Kyiv","https://en.wikipedia.org/wiki/St_Andrew%27s_Church,_Kyiv"
22.jpg,1694,7.685435,45.07332,Chapel of the Holy Shroud,https://en.wikipedia.org/wiki/Chapel_of_the_Holy_Shroud
23.jpg,1694,7.685435,45.07332,Chapel of the Holy Shroud,https://en.wikipedia.org/wiki/Chapel_of_the_Holy_Shroud
24.jpg,1694,7.685435,45.07332,Chapel of the Holy Shroud,https://www.google.com/url?sa=i&url=https%3A%2F%2Ftravel.sygic.com%2Fen%2Fpoi%2Fchapel-of-the-holy-shroud-poi%3A6092006&psig=AOvVaw1n7kmUpOFYyDOyenjrdMZo&ust=1716008733995000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqGAoTCNCnm-r0k4YDFQAAAAAdAAAAABDEAQ
25.jpg,1820,-9.2587,38.7506,Palace of Queluz,https://en.wikipedia.org/wiki/Palace_of_Queluz
26.jpg,1820,-9.2587,38.7506,Palace of Queluz,https://en.wikipedia.org/wiki/Palace_of_Queluz
27.jpg,1820,-9.2587,38.7506,Palace of Queluz,https://en.wikipedia.org/wiki/Palace_of_Queluz
28.jpg,1754,10.9,47.681111,Wieskirche,https://en.wikipedia.org/wiki/Wieskirche
29.jpg,1754,10.9,47.681111,Wieskirche,https://en.wikipedia.org/wiki/Wieskirche
30.jpg,1754,10.9,47.681111,Wieskirche,https://en.wikipedia.org/wiki/Wieskirche
31.jpg,1886,10.960556,47.571667,Linderhof Palace,https://en.wikipedia.org/wiki/Linderhof_Palace
32.jpg,1886,10.960556,47.571667,Linderhof Palace,https://en.wikipedia.org/wiki/Linderhof_Palace
33.jpg,1886,10.960556,47.571667,Linderhof Palace,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.outdooractive.com%2Fen%2Fpoi%2Fzugspitze-region%2Flinderhof-palace%2F7025109%2F&psig=AOvVaw1loJdbDjIt3Vi0NYMp_W7T&ust=1716009659476000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCIDw_6X4k4YDFQAAAAAdAAAAABAE
34.jpg,1697,23.165,53.130556,"Branicki Palace, Białystok","https://en.wikipedia.org/wiki/Branicki_Palace,_Bia%C5%82ystok"
35.jpg,1697,23.165,53.130556,"Branicki Palace, Białystok","https://en.wikipedia.org/wiki/Branicki_Palace,_Bia%C5%82ystok"
36.jpg,1697,23.165,53.130556,"Branicki Palace, Białystok","https://en.wikipedia.org/wiki/Branicki_Palace,_Bia%C5%82ystok"
37.jpg,1772,11.054444,50.115556,Basilica of the Fourteen Holy Helpers,https://en.wikipedia.org/wiki/Basilica_of_the_Fourteen_Holy_Helpers
38.jpg,1772,11.054444,50.115556,Basilica of the Fourteen Holy Helpers,https://www.google.com/url?sa=i&url=https%3A%2F%2Fsmarthistory.org%2Farchitecture-18th-century-germany%2F&psig=AOvVaw0jZFyetl1BXMUf1CntqRbr&ust=1716009951270000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNjV9q75k4YDFQAAAAAdAAAAABAE
39.jpg,1772,11.054444,50.115556,Basilica of the Fourteen Holy Helpers,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.wikidata.org%2Fwiki%2FQ694252&psig=AOvVaw0jZFyetl1BXMUf1CntqRbr&ust=1716009951270000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNjV9q75k4YDFQAAAAAdAAAAABAJ
40.jpg,1739,11.500556,48.156111,Amalienburg,https://en.wikipedia.org/wiki/Amalienburg
41.jpg,1739,11.500556,48.156111,Amalienburg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.ie%2FAttraction_Review-g187309-d14032113-Reviews-Amalienburg-Munich_Upper_Bavaria_Bavaria.html&psig=AOvVaw0ikG2JN6CJed_EeCXBRP4Z&ust=1716010095984000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJijmvX5k4YDFQAAAAAdAAAAABAK
42.jpg,1739,11.500556,48.156111,Amalienburg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fzh.wikipedia.org%2Fzh-tw%2FFile%3ANymphenburg_Amalienburg-1.jpg&psig=AOvVaw0ikG2JN6CJed_EeCXBRP4Z&ust=1716010095984000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJijmvX5k4YDFQAAAAAdAAAAABAh
43.jpg,1746,11.569444,48.135,"Asam Church, Munich","https://en.wikipedia.org/wiki/Asam_Church,_Munich"
44.jpg,1746,11.569444,48.135,"Asam Church, Munich",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vecteezy.com%2Fphoto%2F17360795-asam-church-in-munich-germany&psig=AOvVaw27q8vop8LMhsnc21txuans&ust=1716010598969000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPj25eX7k4YDFQAAAAAdAAAAABAb
45.jpg,1502,12.46641,41.88875,Tempietto,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.istockphoto.com%2Fphoto%2Fbramantes-tempietto-san-pietro-in-montorio-rome-gm1136887509-302944802&psig=AOvVaw1_VC5QQLdRbHF4LMOvzUrz&ust=1715962389369000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOicyJjIkoYDFQAAAAAdAAAAABAE
46.jpg,1502,12.46641,41.88875,Tempietto,https://commons.wikimedia.org/wiki/Category:Tempietto_del_Bramante_(Rome)
47.jpg,1571,11.56,45.5315,La Rotonda,https://commons.wikimedia.org/wiki/Category:Villa_Capra_%22La_Rotonda%22?uselang=zh-tw
48.jpg,1571,11.56,45.5315,La Rotonda,https://commons.wikimedia.org/wiki/Category:Villa_Capra_%22La_Rotonda%22?uselang=zh-tw
49.jpg,1571,11.56,45.5315,La Rotonda,https://commons.wikimedia.org/wiki/Category:Villa_Capra_%22La_Rotonda%22?uselang=zh-tw
50.jpg,1517,12.470833,41.894722,Palazzo Farnese,https://commons.wikimedia.org/wiki/Category:Palazzo_Farnese_(Rome)
51.jpg,1537,17.21917,59.25611,Gripsholms slott,https://commons.wikimedia.org/wiki/Category:Gripsholms_slott
52.jpg,1537,17.21917,59.25611,Gripsholms slott,https://commons.wikimedia.org/wiki/Category:Gripsholms_slott
53.jpg,1537,17.21917,59.25611,Gripsholms slott,https://commons.wikimedia.org/wiki/Category:Gripsholms_slott
54.jpg,1436,11.256944,43.773056,Florence Cathedral,https://en.wikipedia.org/wiki/Florence_Cathedral
55.jpg,1436,11.256944,43.773056,Florence Cathedral,https://www.google.com/url?sa=i&url=https%3A%2F%2Frail.cc%2Fflorence%2Fbasilica-of-saint-mary-of-the-flower%2Fl5272&psig=AOvVaw12j4WYQKS2a1_3M4wXw5fL&ust=1715963285377000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPj6henLkoYDFQAAAAAdAAAAABAP
56.jpg,1436,11.256944,43.773056,Florence Cathedral,https://www.google.com/url?sa=i&url=https%3A%2F%2Fen.m.wikipedia.org%2Fwiki%2FFile%3AFlorence_Cathedral.jpg&psig=AOvVaw12j4WYQKS2a1_3M4wXw5fL&ust=1715963285377000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPj6henLkoYDFQAAAAAdAAAAABBO
57.jpg,1626,12.453333,41.902222,St. Peter's Basilica,https://en.wikipedia.org/wiki/St._Peter%27s_Basilica
58.jpg,1626,12.453333,41.902222,St. Peter's Basilica,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.thetrainline.com%2Fvia%2Feurope%2Fitaly%2Frome%2Fvisiting-st-peters-basilica&psig=AOvVaw07yi21RKLqxZp15L02qZK4&ust=1715963694510000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCMD564fNkoYDFQAAAAAdAAAAABAE
59.jpg,1626,12.453333,41.902222,St. Peter's Basilica,https://en.wikipedia.org/wiki/St._Peter%27s_Basilica
60.jpg,1631,22.6494,49.7756,Krasiczyn Castle,https://en.wikipedia.org/wiki/Krasiczyn_Castle
61.jpg,1631,22.6494,49.7756,Krasiczyn Castle,https://en.wikipedia.org/wiki/Krasiczyn_Castle
62.jpg,1631,22.6494,49.7756,Krasiczyn Castle,https://en.wikipedia.org/wiki/Krasiczyn_Castle
63.jpg,1445,11.261111,43.776389,Ospedale degli Innocenti,https://en.wikipedia.org/wiki/Ospedale_degli_Innocenti
64.jpg,1445,11.261111,43.776389,Ospedale degli Innocenti,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.florencecity.it%2Fspedale-degli-innocenti%2F&psig=AOvVaw2Nca8cnbvEJdLcGJzG02p_&ust=1715964027259000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPiX2qXOkoYDFQAAAAAdAAAAABA-
65.jpg,1552,1.438333,48.858611,Château d'Anet,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Anet
66.jpg,1552,1.438333,48.858611,Château d'Anet,https://www.google.com/url?sa=i&url=https%3A%2F%2Fsecure.geo-like.com%2F__domaine-de-la-corniche%2Fit%2Ffiche_tourisme%2Fchateau-d-anet.2383.html&psig=AOvVaw0MpnuGQqXVLoBH4r7WZUpX&ust=1715964284825000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPiGvKDPkoYDFQAAAAAdAAAAABAJ
67.jpg,1552,1.438333,48.858611,Château d'Anet,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.culturadvisor.com%2F2023%2F06%2Fvisite-du-chateau-danet-demeure-de-diane-de-poitiers%2F&psig=AOvVaw0MpnuGQqXVLoBH4r7WZUpX&ust=1715964284825000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPiGvKDPkoYDFQAAAAAdAAAAABAS
68.jpg,1550,2.378333,49.0175,Château d'Écouen,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27%C3%89couen
69.jpg,1550,2.378333,49.0175,Château d'Écouen,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27%C3%89couen
70.jpg,1550,2.378333,49.0175,Château d'Écouen,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27%C3%89couen
71.jpg,1549,11.5466,45.547,Basilica Palladiana,https://en.wikipedia.org/wiki/Basilica_Palladiana
72.jpg,1549,11.5466,45.547,Basilica Palladiana,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.italyscapes.com%2Fplaces%2Fveneto%2Fvicenza%2Fpalaces%2Fbasilica-palladiana%2F&psig=AOvVaw19Wk81qbxtcWB71mUbJpMm&ust=1715964666095000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDt8tnQkoYDFQAAAAAdAAAAABAE
73.jpg,1549,11.5466,45.547,Basilica Palladiana,https://www.google.com/url?sa=i&url=https%3A%2F%2Frde.it%2Fen%2Fprojects%2Fbasilica-palladiana%2F&psig=AOvVaw19Wk81qbxtcWB71mUbJpMm&ust=1715964666095000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDt8tnQkoYDFQAAAAAdAAAAABAJ
74.jpg,1547,1.517222,47.616111,Château de Chambord,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chambord
75.jpg,1547,1.517222,47.616111,Château de Chambord,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chambord
76.jpg,1547,1.517222,47.616111,Château de Chambord,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chambord
77.jpg,1360,11.2493,43.7746,Santa Maria Novella,https://en.wikipedia.org/wiki/Santa_Maria_Novella
78.jpg,1360,11.2493,43.7746,Santa Maria Novella,https://en.wikipedia.org/wiki/Santa_Maria_Novella
79.jpg,1360,11.2493,43.7746,Santa Maria Novella,https://en.wikipedia.org/wiki/Santa_Maria_Novella
80.jpg,1472,10.794167,45.158889,"Basilica of Sant'Andrea, Mantua","https://en.wikipedia.org/wiki/Basilica_of_Sant%27Andrea,_Mantua"
81.jpg,1472,10.794167,45.158889,"Basilica of Sant'Andrea, Mantua","https://en.wikipedia.org/wiki/Basilica_of_Sant%27Andrea,_Mantua"
82.jpg,1472,10.794167,45.158889,"Basilica of Sant'Andrea, Mantua","https://en.wikipedia.org/wiki/Basilica_of_Sant%27Andrea,_Mantua"
83.jpg,1460,11.255989,43.775278,Palazzo Medici Riccardi,https://en.wikipedia.org/wiki/Palazzo_Medici_Riccardi
84.jpg,1460,11.255989,43.775278,Palazzo Medici Riccardi,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.palazzomediciriccardi.it%2Fil-palazzo%2F&psig=AOvVaw3HeXGmKzhj2shJ6R68C3_8&ust=1715965155028000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPCp2L3SkoYDFQAAAAAdAAAAABAE
85.jpg,1460,11.255989,43.775278,Palazzo Medici Riccardi,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.florenceforyou.com%2Fit%2Ftours%2Fi-palazzi-dei-medici%2F&psig=AOvVaw3HeXGmKzhj2shJ6R68C3_8&ust=1715965155028000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPCp2L3SkoYDFQAAAAAdAAAAABAR
86.jpg,1530,12.231997,42.329997,Villa Farnese,https://en.wikipedia.org/wiki/Villa_Farnese
87.jpg,1530,12.231997,42.329997,Villa Farnese,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.culturalheritageonline.com%2Flocation-4278_Villa-Palazzo-Farnese-Caprarola---Virtual-Tour-360%25C2%25B0.php&psig=AOvVaw0j7bUDX6t9kqN9MCWqD8_B&ust=1715965562552000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPCq0ILUkoYDFQAAAAAdAAAAABAJ
88.jpg,1530,12.231997,42.329997,Villa Farnese,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.italia.it%2Fen%2Flazio%2Frome%2Fpalazzo-farnese&psig=AOvVaw0j7bUDX6t9kqN9MCWqD8_B&ust=1715965562552000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPCq0ILUkoYDFQAAAAAdAAAAABAS
89.jpg,1446,11.25006,43.76478,Palazzo Pitti,https://en.wikipedia.org/wiki/Palazzo_Pitti
90.jpg,1446,11.25006,43.76478,Palazzo Pitti,https://www.google.com/url?sa=i&url=http%3A%2F%2Fwww.museumsinflorence.com%2Fmusei%2FPitti_palace.html&psig=AOvVaw11lHZ05snHMcyv3r7-ZEJB&ust=1715965705903000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCMDcvcrUkoYDFQAAAAAdAAAAABAj
91.jpg,1446,11.25006,43.76478,Palazzo Pitti,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.emotionsinflorence.com%2Fblog%2Fvisit-pitti-palace.html&psig=AOvVaw11lHZ05snHMcyv3r7-ZEJB&ust=1715965705903000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCMDcvcrUkoYDFQAAAAAdAAAAABA1
92.jpg,1526,-3.589444,37.176944,Palace of Charles V,https://en.wikipedia.org/wiki/Palace_of_Charles_V
93.jpg,1526,-3.589444,37.176944,Palace of Charles V,https://en.wikipedia.org/wiki/Palace_of_Charles_V
94.jpg,1526,-3.589444,37.176944,Palace of Charles V,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.reneu.eu%2Feren.php%3Fc%5B%5D%3D63031&psig=AOvVaw1jGoSEhktk-ztr37-Ehh9V&ust=1715966029142000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPC66eTVkoYDFQAAAAAdAAAAABAJ
95.jpg,1561,4.3992,51.2213,Antwerp City Hall,https://en.wikipedia.org/wiki/Antwerp_City_Hall
96.jpg,1561,4.3992,51.2213,Antwerp City Hall,https://www.google.com/url?sa=i&url=https%3A%2F%2Fexperienceantwerp.be%2Fen%2Fvenue%2Fcity-hall-antwerp%2F&psig=AOvVaw0kVThwYVhkJUQsqwXO-Dk3&ust=1715966188816000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCKjPjK3WkoYDFQAAAAAdAAAAABAE
97.jpg,1561,4.3992,51.2213,Antwerp City Hall,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FShowUserReviews-g188636-d242690-r212796680-Town_Hall_Stadhuis-Antwerp_Antwerp_Province.html&psig=AOvVaw0kVThwYVhkJUQsqwXO-Dk3&ust=1715966188816000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCKjPjK3WkoYDFQAAAAAdAAAAABAJ
98.jpg,1451,11.2495,43.7712,Palazzo Rucellai,https://en.wikipedia.org/wiki/Palazzo_Rucellai
99.jpg,1451,11.2495,43.7712,Palazzo Rucellai,https://www.google.com/url?sa=i&url=https%3A%2F%2Fisiflorence.org%2Fabout%2Fthe-history-of-palazzo-rucellai%2F&psig=AOvVaw1Y9KHrymjHyFg8qRT4PZ0o&ust=1715966485508000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJi88rnXkoYDFQAAAAAdAAAAABAR
100.jpg,1451,11.2495,43.7712,Palazzo Rucellai,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.worldhistory.org%2Fimage%2F13103%2Fpalazzo-rucellai-florence-by-alberti%2F&psig=AOvVaw1Y9KHrymjHyFg8qRT4PZ0o&ust=1715966485508000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJi88rnXkoYDFQAAAAAdAAAAABAI
101.jpg,1437,12.341389,45.439722,Scuola Grande di San Marco,https://en.wikipedia.org/wiki/Scuola_Grande_di_San_Marco
102.jpg,1437,12.341389,45.439722,Scuola Grande di San Marco,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.europeanheritageawards.eu%2Fwinners%2Ffacade-scuola-grande-di-san-marco-venice%2F&psig=AOvVaw2XAfdFPztiwT0N8YqySCfD&ust=1715966758385000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDFuL3YkoYDFQAAAAAdAAAAABAE
103.jpg,1437,12.341389,45.439722,Scuola Grande di San Marco,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.flickr.com%2Fphotos%2Fmatthewfield%2F2599882395&psig=AOvVaw2XAfdFPztiwT0N8YqySCfD&ust=1715966758385000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDFuL3YkoYDFQAAAAAdAAAAABAb
104.jpg,1483,12.454444,41.903056,Sistine Chapel,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.thetrainline.com%2Fvia%2Feurope%2Fitaly%2Frome%2Fvisiting-the-sistine-chapel&psig=AOvVaw33Uy-H9K12GiZbPVz2OWAL&ust=1715966899182000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPDgmv_YkoYDFQAAAAAdAAAAABAE
105.jpg,1483,12.454444,41.903056,Sistine Chapel,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.thesistinechapel.org%2Fsistine-chapel&psig=AOvVaw33Uy-H9K12GiZbPVz2OWAL&ust=1715966899182000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPDgmv_YkoYDFQAAAAAdAAAAABAJ
106.jpg,1585,11.549167,45.55,Teatro Olimpico,https://en.wikipedia.org/wiki/Teatro_Olimpico
107.jpg,1585,11.549167,45.55,Teatro Olimpico,https://www.google.com/url?sa=i&url=https%3A%2F%2Fes.wikipedia.org%2Fwiki%2FTeatro_Ol%25C3%25ADmpico&psig=AOvVaw0VuNfCHYoZGfCPnFVdEYTV&ust=1715967046944000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCMDom8XZkoYDFQAAAAAdAAAAABAE
108.jpg,1585,11.549167,45.55,Teatro Olimpico,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.histouring.com%2Fen%2Fhistorical-places%2Fteatro-olimpico%2F&psig=AOvVaw0VuNfCHYoZGfCPnFVdEYTV&ust=1715967046944000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCMDom8XZkoYDFQAAAAAdAAAAABAJ
109.jpg,1583,11.570556,48.138889,"St. Michael's Church, Munich","https://en.wikipedia.org/wiki/St._Michael%27s_Church,_Munich"
110.jpg,1583,11.570556,48.138889,"St. Michael's Church, Munich",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archinform.net%2Fprojekte%2F9951.htm&psig=AOvVaw32nocjrW7ZkhkVf8jg4uSP&ust=1715967184518000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOCgm4jakoYDFQAAAAAdAAAAABA1
111.jpg,1583,11.570556,48.138889,"St. Michael's Church, Munich",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archinform.net%2Fprojekte%2F9951.htm&psig=AOvVaw32nocjrW7ZkhkVf8jg4uSP&ust=1715967184518000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOCgm4jakoYDFQAAAAAdAAAAABAs
112.jpg,1560,16.934167,52.408611,Poznań Town Hall,https://en.wikipedia.org/wiki/Pozna%C5%84_Town_Hall
113.jpg,1560,16.934167,52.408611,Poznań Town Hall,https://en.wikipedia.org/wiki/Pozna%C5%84_Town_Hall
114.jpg,1560,16.934167,52.408611,Poznań Town Hall,https://en.wikipedia.org/wiki/Pozna%C5%84_Town_Hall
115.jpg,1638,12.329722,45.442222,Ca' Vendramin Calergi,https://en.wikipedia.org/wiki/Ca%27_Vendramin_Calergi
116.jpg,1638,12.329722,45.442222,Ca' Vendramin Calergi,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.visitvenezia.eu%2Fen%2Fvenetianity%2Fdiscover-venice%2Fca-vendramin-calergi-and-the-wagner-museum-a-symphony-on-the-grand-canal&psig=AOvVaw2hb1lsWVhbtnXM1gQpVRXZ&ust=1715967722868000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJDvs7XckoYDFQAAAAAdAAAAABAE
117.jpg,1638,12.329722,45.442222,Ca' Vendramin Calergi,https://www.google.com/url?sa=i&url=http%3A%2F%2Fwww.arte.it%2Fguida-arte%2Fvenezia%2Fda-vedere%2Fmonumento%2Fpalazzo-vendramin-calergi-1134&psig=AOvVaw2hb1lsWVhbtnXM1gQpVRXZ&ust=1715967722868000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJDvs7XckoYDFQAAAAAdAAAAABAJ
118.jpg,1385,11.578056,48.141111,Munich Residenz,https://en.wikipedia.org/wiki/Munich_Residenz
119.jpg,1385,11.578056,48.141111,Munich Residenz,https://en.wikipedia.org/wiki/Munich_Residenz
120.jpg,1385,11.578056,48.141111,Munich Residenz,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.schloesser.bayern.de%2Fenglisch%2Fpalace%2Fobjects%2Fmu_res.htm&psig=AOvVaw2DVWhx26N3LFhE3pLJeWKF&ust=1715967991582000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNim64ndkoYDFQAAAAAdAAAAABAE
121.jpg,1408,8.807472,53.075972,Bremen City Hall,https://en.wikipedia.org/wiki/Bremen_City_Hall
122.jpg,1408,8.807472,53.075972,Bremen City Hall,https://en.wikipedia.org/wiki/Bremen_City_Hall
123.jpg,1408,8.807472,53.075972,Bremen City Hall,https://en.wikipedia.org/wiki/Bremen_City_Hall
124.jpg,1556,-3.7899,37.765,Jaén Cathedral,https://en.wikipedia.org/wiki/Ja%C3%A9n_Cathedral
125.jpg,1556,-3.7899,37.765,Jaén Cathedral,https://en.wikipedia.org/wiki/Ja%C3%A9n_Cathedral
