picture,year,longitude,latitude,building,sorce
88.jpg,1888,2.15079,41.40358,維森斯之家,https://commons.wikimedia.org/wiki/File:Casa_Vicens_(Gr%C3%A0cia)_-_2.jpg
89.jpg,1913,-6.056,42.4578,阿斯托加主教宮,
90.jpg,1913,-6.056,42.4578,阿斯托加主教宮,https://www.freeimages.com/tw/premium/episcopal-palace-of-astorga-by-gaudi-549563
91.jpg,1913,-6.056,42.4578,阿斯托加主教宮,"https://en.wikipedia.org/wiki/Episcopal_Palace,_Astorga#/media/File:Palacio_Episcopal_Astorga_2021_-_exterior.jpg"
92.jpg,1890,2.173861,41.378889,奎爾宮,
93.jpg,1890,2.173861,41.378889,奎爾宮,https://media.istockphoto.com/id/1317384436/zh/%E7%85%A7%E7%89%87/%E5%B8%95%E5%8B%9E%E8%93%8B%E7%88%BE-%E9%AB%98%E8%BF%AA%E5%BB%BA%E7%AF%89%E8%93%8B%E7%88%BE%E5%AE%AE%E6%98%AF%E8%8F%AF%E9%BA%97%E7%9A%84%E7%8F%BE%E4%BB%A3%E4%B8%BB%E7%BE%A9%E8%B1%AA%E5%AE%85.jpg?s=612x612&w=0&k=20&c=oBaSAbFHucReNyJpnOGlcRKc8lQSL0kwVMLNYgtxxng=
94.jpg,1890,2.173861,41.378889,奎爾宮,
95.jpg,1900,2.173056,41.390833,El Calvet,
96.jpg,1900,2.173056,41.390833,El Calvet,
97.jpg,1900,2.173056,41.390833,El Calvet,https://commons.wikimedia.org/wiki/File:Casa_Calvet.jpg
98.jpg,1900,2.126667,41.409444,美景屋,
99.jpg,1900,2.126667,41.409444,美景屋,
100.jpg,1900,2.126667,41.409444,美景屋,"https://fr.m.wikipedia.org/wiki/Fichier:Barcelona,_torre_Bellesguard,_d%27Antoni_Gaud%C3%AD_%281900-1909%29_%2812726390533%29.jpg"
101.jpg,1904,2.1621674,41.3916047,巴特略之家,
102.jpg,1904,2.1621674,41.3916047,巴特略之家,https://www.klook.com/zh-TW/activity/6402-casa-batllo-skip-the-line-ticket-audio-guide-barcelona/
103.jpg,1904,2.1621674,41.3916047,巴特略之家,https://peipei.tw/batllo/
104.jpg,1906,2.161667,41.395278,米拉之家,
105.jpg,1906,2.161667,41.395278,米拉之家,https://vacation.eztravel.com.tw/sight/PLC0000070246
106.jpg,1906,2.161667,41.395278,米拉之家,https://immian.com/casa-mila/
107.jpg,1914,2.028056,41.363611,Advanced Leisure Services,
108.jpg,1914,2.028056,41.363611,Advanced Leisure Services,https://tw.news.yahoo.com/%E5%A5%8E%E7%88%BE%E7%B4%A1%E7%B9%94%E6%9D%91-%E8%81%96%E5%AE%B6%E5%A0%82%E7%9A%84%E5%89%8D%E8%BA%AB-%E9%AB%98%E7%AC%AC%E7%9A%84%E5%AF%A6%E9%A9%97%E5%AE%A4-063800943.html
109.jpg,1914,2.028056,41.363611,Advanced Leisure Services,
110.jpg,1887,2.119167,41.389444,Güell Pavilions,https://en.m.wikipedia.org/wiki/File:Pavellons_G%C3%BCell01.jpg
111.jpg,1887,2.119167,41.389444,Güell Pavilions,https://commons.wikimedia.org/wiki/Category:Pavellons_G%C3%BCell#/media/File:Pavellons_Finca_G%C3%BCel.jpg
112.jpg,1887,2.119167,41.389444,Güell Pavilions,"https://commons.wikimedia.org/wiki/Category:Pavellons_G%C3%BCell#/media/File:184_Pavellons_de_la_finca_G%C3%BCell,_av._de_Pedralbes_15_(Barcelona).jpg"
113.jpg,1889,2.133333,41.399722,Les Tres Torres,https://en.wikipedia.org/wiki/Les_Tres_Torres#/media/File:Teresianas01.jpg
114.jpg,1889,2.133333,41.399722,Les Tres Torres,https://en.wikipedia.org/wiki/File:009_Col%C2%B7legi_de_les_Teresianes.JPG
115.jpg,1889,2.133333,41.399722,Les Tres Torres,https://cs.wikipedia.org/wiki/Colegio_Teresiano#/media/Soubor:003_Col%C2%B7legi_de_les_Teresianes.JPG
116.jpg,1892,-5.570556,42.598283,Casa Botines,https://upload.wikimedia.org/wikipedia/commons/d/dc/Leon-Casa-Botines-Back.jpg
117.jpg,1892,-5.570556,42.598283,Casa Botines,https://upload.wikimedia.org/wikipedia/commons/1/1b/Casa_Botines.jpg
118.jpg,1892,-5.570556,42.598283,Casa Botines,"https://commons.wikimedia.org/wiki/File:Casa_de_los_Botines,_Le%C3%B3n.jpg"
119.jpg,1897,1.905431,41.255858,Can Güell (Garraf),https://www.wikidata.org/wiki/Q2326886
120.jpg,1897,1.905431,41.255858,Can Güell (Garraf),https://www.mafengwo.cn/photo/poi/9091595_165642270.html
121.jpg,1897,1.905431,41.255858,Can Güell (Garraf),https://www.mafengwo.cn/photo/poi/9091595_165642252.html
122.jpg,1905,1.9714988,42.2242838,Serra del Catllaràs,
123.jpg,1905,1.9714988,42.2242838,Serra del Catllaràs,
124.jpg,1905,1.9714988,42.2242838,Serra del Catllaràs,
125.jpg,1909,2.1742,41.403,Sagrada Família Schools,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/SF_-_Escuelas.jpg/800px-SF_-_Escuelas.jpg
126.jpg,1909,2.1742,41.403,Sagrada Família Schools,https://www.pinterest.com.au/pin/1266706130608637/
127.jpg,1909,2.1742,41.403,Sagrada Família Schools,https://www.pinterest.com.au/pin/175640454186927079/
128.jpg,1905,2.152161,41.41355,高第住宅博物館,https://en.m.wikipedia.org/wiki/File:Park_G%C3%BCell_-_Casa_Museu_Gaud%C3%AD.jpg
129.jpg,1905,2.152161,41.41355,高第住宅博物館,http://davidhung.weebly.com/day-4-1.html
130.jpg,1905,2.152161,41.41355,高第住宅博物館,https://zh.wikipedia.org/zh-tw/%E6%A1%82%E5%B0%94%E5%85%AC%E5%9B%AD#/media/File:Barcelona_193.JPG
131.jpg,1914,2.152778,41.413611,高第公園,https://www.funtime.com.tw/blog/funtime/travel-in-spain-barcelona
132.jpg,1914,2.152778,41.413611,高第公園,
133.jpg,1914,2.152778,41.413611,高第公園,
134.jpg,1914,2.152778,41.413611,高第公園,
135.jpg,1914,2.152778,41.413611,高第公園,
136.jpg,1914,2.152778,41.413611,高第公園,
137.jpg,1914,2.152778,41.413611,高第公園,
138.jpg,1953,37.5260947,55.7039349,莫斯科國立大學,http://edu.people.com.cn/BIG5/n1/2024/0404/c1006-40209680.html
139.jpg,1953,37.5260947,55.7039349,莫斯科國立大學,
140.jpg,1953,37.5260947,55.7039349,莫斯科國立大學,https://zh.wikipedia.org/zh-tw/%E8%8E%AB%E6%96%AF%E7%A7%91%E5%9C%8B%E7%AB%8B%E5%A4%A7%E5%AD%B8%E4%B8%BB%E6%A8%93#/media/File:Moscow_State_University_crop.jpg
141.jpg,1952,37.64288,55.7471,藝術家公寓,
142.jpg,1952,37.64288,55.7471,藝術家公寓,https://wikimapia.org/343/zh/%E8%97%9D%E8%A1%93%E5%AE%B6%E5%85%AC%E5%AF%93#/photo/4261897
143.jpg,1952,37.64288,55.7471,藝術家公寓,https://wikimapia.org/343/zh/%E8%97%9D%E8%A1%93%E5%AE%B6%E5%85%AC%E5%AF%93#/photo/3995186
144.jpg,1954,37.5806,55.7589,庫德林廣場大樓,
145.jpg,1954,37.5806,55.7589,庫德林廣場大樓,https://www.moscow-photos.com/photo.phtml?c=244
146.jpg,1954,37.5806,55.7589,庫德林廣場大樓,https://www.moscow-photos.com/photo.phtml?c=2940
147.jpg,1954,37.65173,55.77401,希爾頓莫斯科列寧格勒酒店,
148.jpg,1954,37.65173,55.77401,希爾頓莫斯科列寧格勒酒店,https://www.google.com/maps/contrib/109130714417341688140
149.jpg,1954,37.65173,55.77401,希爾頓莫斯科列寧格勒酒店,
150.jpg,1923,37.566,55.753,"Radisson Collection Hotel, Moscow",https://zh.wikipedia.org/zh-tw/%E7%9A%87%E5%AE%B6%E6%8B%89%E8%BF%AA%E6%A3%AE%E9%85%92%E5%BA%97
151.jpg,1923,37.566,55.753,"Radisson Collection Hotel, Moscow",https://cn.tripadvisor.com/Hotel_Review-g298484-d299906-Reviews-Radisson_Collection_Hotel_Moscow-Moscow_Central_Russia.html
152.jpg,1923,37.566,55.753,"Radisson Collection Hotel, Moscow",https://www.gigaplaces.com/en/article-tour-of-moscow-at-night/
153.jpg,1953,37.584167,55.745833,The Ministry of Foreign Affairs of Russia,
154.jpg,1953,37.584167,55.745833,The Ministry of Foreign Affairs of Russia,https://www.tkww.hk/a/202405/17/AP66473872e4b0e3971d748696.html
155.jpg,1953,37.584167,55.745833,The Ministry of Foreign Affairs of Russia,https://kknews.cc/zh-hk/history/kz33vrr.html
156.jpg,1953,37.649534,55.769393,紅門大樓,
157.jpg,1953,37.649534,55.769393,紅門大樓,https://xsj.699pic.com/tupian/0c88df.html
158.jpg,1953,37.649534,55.769393,紅門大樓,https://www.moscow-photos.com/photo.phtml?c=620
159.jpg,1836,13.398889,52.516111,Bauakademie,https://structurae.net/en/media/293437-berlin-building-academy-rebuilt
160.jpg,1836,13.398889,52.516111,Bauakademie,https://it.wikipedia.org/wiki/Accademia_di_architettura_(Berlino)
161.jpg,1836,13.398889,52.516111,Bauakademie,
162.jpg,1851,-0.0756,51.4226,水晶宮,https://zh.m.wikipedia.org/wiki/File:Crystal_Palace_Centre_transept_%26_north_tower_from_south_wing.jpg
163.jpg,1851,-0.0756,51.4226,水晶宮,https://www.pinterest.com/pin/12666442688729385/
164.jpg,1851,-0.0756,51.4226,水晶宮,https://www.pinterest.com/pin/17029304816379994/
165.jpg,1956,12.452778,55.681667,Rødovre Town Hall,https://upload.wikimedia.org/wikipedia/commons/d/dc/R%C3%B8dovre_town_hall%2C_1952-1956.jpg
166.jpg,1956,12.452778,55.681667,Rødovre Town Hall,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.arkitekturbilleder.dk%2Fbygning%2Froedovre-raadhus&psig=AOvVaw2ecC5eauwVrulDvf_LnAuV&ust=1716360512211000&source=images&cd=vfe&opi=89978449&ved=0CAQQjB1qFwoTCNCO7qWTnoYDFQAAAAAdAAAAABAE
167.jpg,1956,12.452778,55.681667,Rødovre Town Hall,https://lh3.googleusercontent.com/p/AF1QipMosYxppRrbrdcZjFlYPS5ik2BJ2iUVdApEoJ9_=s1360-w1360-h1020
168.jpg,1887,2.2945,48.858222,艾菲爾鐵塔,https://www.historylines.net/Chinese_Definitions/french/eiffeltower5.html
169.jpg,1887,2.2945,48.858222,艾菲爾鐵塔,https://www.vogue.com.tw/lifestyle/article/%E8%89%BE%E8%8F%B2%E7%88%BE%E9%90%B5%E5%A1%94-%E5%86%B7%E7%9F%A5%E8%AD%98-%E5%B7%B4%E9%BB%8E%E9%90%B5%E5%A1%94
170.jpg,1887,2.2945,48.858222,艾菲爾鐵塔,https://www.settour.com.tw/travel_guide/%E6%B3%95%E5%9C%8B/%E8%89%BE%E8%8F%B2%E7%88%BE%E9%90%B5%E5%A1%94/attractions_POI0000368108.html#
171.jpg,1896,-4.263733,55.866122,格拉斯哥藝術學院,https://uk.wikipedia.org/wiki/%D0%A8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%86%D1%82%D0%B2_%D0%93%D0%BB%D0%B0%D0%B7%D0%B3%D0%BE#/media/%D0%A4%D0%B0%D0%B9%D0%BB:Schoolofart1.jpg
172.jpg,1896,-4.263733,55.866122,格拉斯哥藝術學院,https://baike.baidu.hk/pic/%E6%A0%BC%E6%8B%89%E6%96%AF%E5%93%A5%E7%BE%8E%E8%A1%93%E5%AD%B8%E9%99%A2/176670/1/83025aafa40f4bfb28ebb7a0004f78f0f736180e?fr=lemma&ct=single#aid=1&pic=83025aafa40f4bfb28ebb7a0004f78f0f736180e
173.jpg,1896,-4.263733,55.866122,格拉斯哥藝術學院,https://www.studyuk.org.cn/778/
174.jpg,1911,4.416111,50.835278,斯托克雷特宮,https://baike.baidu.hk/pic/%E6%96%AF%E6%89%98%E5%85%8B%E8%90%8A%E5%85%AC%E9%A4%A8/1928432/1/c8ab0bce153bf452b700c8f0?fr=lemma&ct=single#aid=1&pic=c8ab0bce153bf452b700c8f0
175.jpg,1911,4.416111,50.835278,斯托克雷特宮,https://whc.unesco.org/en/news/531
176.jpg,1911,4.416111,50.835278,斯托克雷特宮,https://zh.wikipedia.org/zh-tw/%E6%AF%94%E5%88%A9%E6%97%B6%E4%B8%96%E7%95%8C%E9%81%97%E4%BA%A7%E5%88%97%E8%A1%A8#/media/File:Woluwe-St-Pierre_-_Hoffmann_050917_(1).jpg
177.jpg,1913,2.303056,48.865833,Théâtre des Champs-Élysées,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Th%C3%A9%C3%A2tre_des_Champs-%C3%89lys%C3%A9es_DSC09330.jpg/2560px-Th%C3%A9%C3%A2tre_des_Champs-%C3%89lys%C3%A9es_DSC09330.jpg
178.jpg,1913,2.303056,48.865833,Théâtre des Champs-Élysées,https://commons.wikimedia.org/wiki/File:Th%C3%A9%C3%A2tre_Champs_%C3%89lys%C3%A9es_Paris_2.jpg
179.jpg,1913,2.303056,48.865833,Théâtre des Champs-Élysées,https://upload.wikimedia.org/wikipedia/commons/a/a8/P1030493_Paris_VIII_avenue_Montaigne_th%C3%A9%C3%A2tre_des_Champs-Elys%C3%A9es_rwk.JPG
180.jpg,1912,30.5274614,50.4485922,Ginsburg Skyscraper,https://en.wikipedia.org/wiki/Ginsburg_Skyscraper#/media/File:%D0%9A%D0%BE%D0%BF%D0%B8%D1%8F_ginsburg4.PNG
181.jpg,1912,30.5274614,50.4485922,Ginsburg Skyscraper,https://commons.wikimedia.org/wiki/File:Ginzburg_Skyscraper_and_Kyiv_view_clear_(cropped).jpg
182.jpg,1912,30.5274614,50.4485922,Ginsburg Skyscraper,https://ua.igotoworld.com/en/poi_object/78260_dom-ginzburga.htm
183.jpg,1913,17.077222,51.106944,Centennial Hall (Wrocław),https://upload.wikimedia.org/wikipedia/commons/0/06/Wroc%C5%82aw_-_Jahrhunderthalle1.jpg
184.jpg,1913,17.077222,51.106944,Centennial Hall (Wrocław),https://pic3.zhimg.com/v2-3809688ff147f754801b46e5fe6bd586_b.jpg
185.jpg,1913,17.077222,51.106944,Centennial Hall (Wrocław),https://zh.wikipedia.org/zh-tw/%E7%99%BE%E5%B9%B4%E5%BB%B3#/media/File:Wroc%C5%82aw_-_Jahrhunderthalle5.jpg
186.jpg,1912,9.811111,51.983611,Fagus Factory,https://www.cathaypacific.com/cx/zh_TW/inspiration/travel/5-defining-bauhaus-buildings.html
187.jpg,1912,9.811111,51.983611,Fagus Factory,https://archspace.tumblr.com/post/188575084459/germanpostwarmodern-fagus-factory-1911-13-in
188.jpg,1912,9.811111,51.983611,Fagus Factory,https://www.pinterest.com/pin/41165784081128167/
189.jpg,1923,2.2653,48.8519,Villa La Roche,https://static.liontech.com.tw/DS/go_images/1/3948/3949/3950/3951/Q3278824/Paris_16_-_Villa_La_Roche_-1.webp
190.jpg,1923,2.2653,48.8519,Villa La Roche,https://www.ad.ntust.edu.tw/grad/think/92recentwork/StudentWorks/B9013012-25-r/homa.12.1/le2.jpg
191.jpg,1923,2.2653,48.8519,Villa La Roche,https://en.tripadvisor.com.hk/LocationPhotoDirectLink-g187147-d3568832-i314500494-Maison_La_Roche-Paris_Ile_de_France.html
192.jpg,1931,2.028333,48.924444,Villa Savoye,https://forgemind.net/media/wp-content/uploads/2021/06/81624604589.jpg
193.jpg,1931,2.028333,48.924444,Villa Savoye,https://opinion.cw.com.tw/blog/profile/52/article/12104
194.jpg,1931,2.028333,48.924444,Villa Savoye,https://zh.wikipedia.org/zh-tw/%E8%96%A9%E4%BC%8F%E4%BE%9D%E5%88%A5%E5%A2%85#/media/File:VillaSavoye.jpg
195.jpg,1821,13.392222,52.513611,Konzerthaus Berlin,https://mediaim.expedia.com/destination/9/fb4ad6b16d166bd54ed12dce6aa6203e.jpg
196.jpg,1821,13.392222,52.513611,Konzerthaus Berlin,https://zh.wikipedia.org/zh-tw/%E6%9F%8F%E6%9E%97%E9%9F%B3%E4%B9%90%E5%8E%85#/media/File:150524_Konzerthaus_Berlin_(Nacht)_-_clone.jpg
197.jpg,1821,13.392222,52.513611,Konzerthaus Berlin,https://www.expedia.com.tw/Konzerthaus-Berlin-Mitte.d6073255.Place-To-Visit
198.jpg,1821,11.577547,48.144244,Palais Leuchtenberg,https://www.muenchenwiki.de/w/images/thumb/3/3e/Muepromenadeplatz4032018c85.jpg/1200px-Muepromenadeplatz4032018c85.jpg
199.jpg,1821,11.577547,48.144244,Palais Leuchtenberg,https://zh.wikipedia.org/zh-tw/%E6%B4%9B%E4%BC%8A%E5%B8%8C%E6%BB%95%E8%B4%9D%E6%A0%BC%E5%AE%AB#/media/File:Palais_Leuchtenberg.jpg
200.jpg,1821,11.577547,48.144244,Palais Leuchtenberg,https://commons.wikimedia.org/wiki/File:Palais_Leuchtenberg_-_Odeonsplatz_4_-_M%C3%BCnchen_(3).jpg
201.jpg,1821,-0.131667,51.508611,Theatre Royal Haymarket,https://www.standard.co.uk/culture/theatre/west-ends-theatre-royal-haymarket-is-now-up-for-sale-a3748176.html
202.jpg,1821,-0.131667,51.508611,Theatre Royal Haymarket,https://www.flickr.com/photos/champnet/45102362711/in/photostream/
203.jpg,1821,-0.131667,51.508611,Theatre Royal Haymarket,https://www.dcard.tw/f/travel/p/254056080
204.jpg,1826,-0.0885,51.5142,Bank of England,https://upload.wikimedia.org/wikipedia/commons/c/c8/Bank_of_England%2C_London.JPG
205.jpg,1826,-0.0885,51.5142,Bank of England,https://finance.technews.tw/2024/03/14/analysts-predict-boe-may-start-cutting-interest-rates-in-june/
206.jpg,1826,-0.0885,51.5142,Bank of England,https://www.epochtimes.com/b5/22/8/11/n13800396.htm
207.jpg,1826,-0.1464,51.5322,Cumberland Terrace,https://upload.wikimedia.org/wikipedia/commons/d/d6/Cumberland_Terrace%2C_2010.jpg
208.jpg,1826,-0.1464,51.5322,Cumberland Terrace,https://zh.wikipedia.org/zh-tw/%E5%9D%8E%E4%BC%AF%E5%85%B0%E8%81%94%E6%8E%92#/media/File:Cumberland_Terrace.JPG
209.jpg,1826,-0.1464,51.5322,Cumberland Terrace,https://zhuanlan.zhihu.com/p/550353858
210.jpg,1826,13.0577,52.4152,Alexander Nevsky Memorial Church,https://upload.wikimedia.org/wikipedia/commons/5/5a/Russian_Church_-_panoramio_-_dokaspar.jpg
211.jpg,1826,13.0577,52.4152,Alexander Nevsky Memorial Church,https://www.komoot.com/highlight/309946
212.jpg,1826,13.0577,52.4152,Alexander Nevsky Memorial Church,https://www.komoot.com/highlight/309946
213.jpg,1837,-0.1331,51.5284,Euston railway station,https://www.pinterest.com/pin/568298046735936990/
214.jpg,1837,-0.1331,51.5284,Euston railway station,https://www.spectator.co.uk/article/i-m-declaring-war-on-ugly-architecture/
215.jpg,1837,-0.1331,51.5284,Euston railway station,https://www.scienceandsociety.co.uk/results.asp?image=10712537&itemw=4&itemf=0001&itemstep=1&itemx=4
216.jpg,1838,9.1919,45.4688,Palazzo Gavazzi,https://it.wikipedia.org/wiki/File:Palazzo_Gavazzi.jpg
217.jpg,1838,9.1919,45.4688,Palazzo Gavazzi,"https://zh.wikipedia.org/zh-tw/File:1862_-_Milano_-_Giulio_Aluisetti_-_Fatebenesorelle_(1836)_-_Facciata_-_Foto_Giovanni_Dall'Orto,_22-Oct-2008.jpg"
218.jpg,1838,9.1919,45.4688,Palazzo Gavazzi,https://www.tripadvisor.ie/Attraction_Review-g187849-d11800576-Reviews-Palazzo_Melzi_di_Cusano-Milan_Lombardy.html
